<<<<<<< HEAD
IDX,Revenue
477,113.6
478,51.75
479,101.91
480,58.54
481,57.28
482,124.14
483,107.9
484,102.01
485,102.46
486,101.86
487,102.74
488,34.1
489,50.95
490,99.85
491,100.97
492,93.17
493,98.7
494,94.8
495,102.21
496,62.88
497,66.84
498,117.59
499,120.06
500,106.44
501,57.39
502,103.5
503,110.39
504,124.59
505,98.36
506,97.77
507,124.81
508,125.24
509,108.95
510,101.01
511,97.9
512,56.87
513,101.15
514,103.77
515,103.55
516,94.43
517,91.09
518,106.42
519,46.89
520,101.73
521,99.39
522,122.94
523,112.35
524,99.16
525,39.23
526,40.26
527,60.94
528,105.04
529,100.03
530,110.42
531,103.47
532,103.89
533,121.06
534,100.2
535,111.87
536,100.7
537,109.05
538,119.18
539,102.47
540,51.23
541,96.05
542,102.8
543,126.49
544,98.96
545,99.08
546,91.64
547,90.78
548,93.16
549,123.53
550,115.66
551,47.15
552,105.56
553,111.77
554,101.52
555,121.14
556,114.63
557,59.4
558,92.15
559,118.26
560,118.72
561,108.56
562,107.27
563,104.84
564,54.03
565,103.09
566,49.04
567,105.78
568,118.56
569,52.07
570,106.1
571,42.86
572,94.56
573,107.44
574,58.93
575,124.42
576,104.24
577,94.93
578,112.69
579,103.31
580,102.7
581,102.29
582,63.2
583,100.18
584,97.93
585,41.39
586,93.73
587,98.25
588,108.07
589,111.92
590,57.06
591,103.12
592,104.91
593,62.95
594,103.44
595,103.62
596,105.89
597,57.29
598,107.41
599,105.26
600,102.21
601,105.71
602,59.15
603,94.13
604,102.09
605,103.23
606,94.83
607,104.6
608,114.09
609,100
610,105.49
611,99.21
612,102.77
613,95.55
614,69.57
615,103.08
616,99.17
617,100.61
618,101.78
619,121.79
620,95.65
621,91.46
622,89.65
623,118.35
624,106.41
625,121.42
626,64.84
627,60.65
628,36.68
629,122.41
630,68.99
631,112.07
632,122.84
633,95.74
634,108.24
635,125
636,124.05
637,101.87
638,93.58
639,109.23
640,104.66
641,101.65
642,113.77
643,105.76
644,99.9
645,60.98
646,90.62
647,99.92
648,100.89
649,118.66
650,60.83
651,58.74
652,60.67
653,108.75
654,100.25
655,105.6
656,48.26
657,63.36
658,55.84
659,101.04
660,114.23
661,98.31
662,98.79
663,101.17
664,96.09
665,100.15
666,53.77
667,106.08
668,102.21
669,40.57
670,102.97
671,93.3
672,95.65
673,103.02
674,103.57
675,92.78
676,99.69
677,102.64
678,101.7
679,100.21
680,58.31
681,97.64
682,51.9
683,118.38
684,53.81
685,90.64
686,110.27
687,124.49
688,67.54
689,106.46
690,114.73
691,96.88
692,104.97
693,104.57
694,94.5
695,104.44
696,101.8
697,61.12
698,108.46
699,102.18
700,106.08
701,97.27
702,103.16
703,90.08
704,49.32
705,61.27
706,99.6
707,94.37
708,102.69
709,106.67
710,113.64
711,115.66
712,114.08
713,59.73
714,114.96
715,96.69
716,111.75
717,98
718,120.07
719,101.24
720,108.76
721,94.68
722,108.29
723,59.75
724,104.32
725,91.55
726,58.18
727,64.06
728,99.7
729,103.85
730,98.26
731,102.66
732,99.37
733,111.01
734,104.83
735,111.3
736,108.7
737,104.89
738,118.49
739,101.86
740,102.45
741,122.35
742,51.62
743,54.64
744,95.05
745,65.84
746,97.39
747,95.6
748,123.98
749,54.57
750,62.4
751,104.56
752,105.45
753,98.92
754,99.93
755,118.56
756,52.43
757,63.38
758,96.69
759,101.86
760,54.61
761,102.23
762,49.26
763,94.84
764,113.66
765,101.1
766,121.31
767,60.52
768,56.25
769,96.78
770,109.75
771,101.03
772,100.14
773,115.95
774,94.31
775,116.22
776,111.77
777,101.86
778,97.41
779,95.72
780,101.31
781,93.22
782,60.59
783,106.8
784,97.8
785,107.59
786,100.09
787,50.43
788,49.83
789,68.18
790,93.71
791,97.74
792,117.01
793,105.09
794,101.91
795,95.82
796,102.2
797,105.8
798,54.66
799,91.8
800,91.59
801,93.22
802,95.35
803,56.91
804,116.66
805,102.66
806,49.77
807,103.97
808,55.51
809,107.53
810,107.44
811,60.5
812,99.36
813,103.65
814,101.31
815,58.28
816,97.58
817,100.1
818,105.15
819,58.52
820,62.86
821,102.31
822,61.94
823,110.22
824,64.19
825,58.82
826,95.99
827,34.23
828,101.15
829,63.2
830,123.15
831,103.45
832,96.82
833,94.38
834,120.19
835,121.31
836,105.23
837,48.32
838,123.02
839,96.85
840,101.84
841,38.55
842,124.15
843,59.44
844,97.99
845,108.15
846,58.19
847,106.61
848,100.9
849,109.51
850,68.06
851,103.83
852,104.17
853,126.07
854,37.43
855,97.44
856,103.22
857,125.75
858,97.97
859,120.91
860,51.29
861,102.65
862,124.62
863,109.03
864,63.4
865,96.31
866,53.83
867,121.61
868,53.62
869,97.67
870,106.95
871,99.93
872,104.2
873,109.96
874,91.95
875,107.56
876,104.34
877,110.66
878,98.19
879,93.79
880,99.63
881,60.7
882,90.4
883,101.47
884,94.5
885,124.01
886,114.92
887,101.18
888,103.14
889,96.97
890,106.2
891,61.93
892,104
893,97.98
894,64.49
895,59.71
896,98.61
897,115.37
898,107.5
899,121.52
900,62.67
901,99.34
902,57.52
903,99.61
904,102.45
905,117.59
906,64.5
907,101.96
908,103.82
909,61.57
910,104.16
911,56.38
912,101.67
913,96.11
914,125.51
915,99.7
916,51.61
917,98.14
918,106.54
919,116.2
920,102.97
921,110.81
922,105.09
923,102.11
924,101.93
925,104.9
926,103.77
927,105.37
928,94.87
929,58.21
930,63.41
931,113.32
932,63.85
933,53.97
934,120.54
935,107.19
936,120.03
937,95.86
938,54.92
939,92.88
940,101.51
941,60.12
942,101.55
943,118.39
944,91.31
945,101.91
946,90.33
947,117.21
948,36.64
949,101.82
950,57.93
951,104.66
952,65.8
953,101.88
954,92.85
955,48.72
956,98.7
957,99.09
958,105.95
959,51.75
960,42.84
961,103.98
962,109.71
963,100.79
=======
,IDX,NID,Year,Qtr,Region,Country,RTM,Certification,Credit_Score,Function,Customer_Size,Customer_Segment,Loyalty,Satisfaction,Value,Ease,Relationship,Profit,Communications,Product_Quality,Support_Quality,Partnership_Committed,Support_Importance,Will_Recommend,Continue,Sales_Expectation,Competitor_Comparison,Acct_Mgr_Quality,Support_Mgr_Quality,Team_Comparison,Acct_Team_Ability,Acct_Team_Problem_Solver,Acct_Team_Info,Acct_Team_Plan,Acct_Team_Contribution,Acct_Team_Sales_Support,Operation_Support_Quality,Acct_Team_Satisfaction,Acct_Team_Engagement,Sales_Training,Service_Account_Team_Satisfaction,Service_Support,Service_Sales_Support,Solutions_Support,Joint_Service_Delivery,Online_Tools/Applications_Satisfaction,Online_Tools_Ease,Online_Tools_Effectiveness,Online_Tools_Colloboration,Online_Tools_Timeliness,Online_Tools_Sufficient,Online_Tools_Help,Acct_Team_Leadership,Acct_Team_Breadth,Mean_Sat,Mktg_Proj,Svc_Proj,Revenue,Move_Up,Move_Down
0,0,220482.0,1.0,2.0,US & CANADA,USA,DVAR,SILVER,2.0,Other,Firms with 251 to 500 employees,COM,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,,4.0,3.0,5.0,,,4.0,,4.0,2.0,4.0,,,,,,4.0,5.0,4.0,5.0,,,,,,4.037037037,5.0,,93.814814814,1.0,0.0
1,1,114488.0,1.0,2.0,US & CANADA,USA,DVAR,GOLD,1.0,Staff,Firms with 1501 to 3000 employees,ENT,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,3.8095238095,3.0,4.0,88.809523809,0.0,1.0
2,2,177541.0,1.0,2.0,US & CANADA,USA,DVAR,GOLD,1.0,Operations,Firms with 1501 to 3000 employees,ENT,1.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,4.0,5.0,,5.0,5.0,5.0,5.0,,4.0,,5.0,4.0,5.0,,,,,,,,,,,,,,,4.6086956522,,,106.391304348,1.0,0.0
3,3,15076.0,1.0,2.0,ASIA PACIFIC,HONG KONG,VAR,SELECT,4.0,Staff,Firms with 251 to 500 employees,COM,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,3.1428571429,3.0,3.0,53.4285714293,0.0,1.0
4,4,86989.0,1.0,2.0,EMERGING MARKETS,ARGENTINA,DVAR,GOLD,1.0,Executive,Firms with 501 to 750 employees,COM,1.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,,5.0,5.0,,,,,,4.0,,5.0,5.0,,,4.0,,,,,4.0,4.0,4.0,4.0,,,,,,4.4782608696,5.0,,103.521739131,1.0,0.0
5,5,86989.0,1.0,2.0,EMERGING MARKETS,ARGENTINA,DVAR,GOLD,1.0,Staff,Firms with 751 to 1000 employees,COM,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,4.0,5.0,5.0,5.0,,,,,,4.9375,,,113.625,1.0,0.0
6,6,259089.0,1.0,2.0,ASIA PACIFIC,AUSTRALIA,VAR,PREMIER,3.0,Executive,Firms with more than 3000 employees,ENT,6.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,42.5,0.0,1.0
7,7,56051.0,1.0,2.0,ASIA PACIFIC,AUSTRALIA,DVAR,GOLD,1.0,Other,Firms with 1001 to 1500 employees,ENT,1.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,,4.0,5.0,4.0,5.0,,,,,,,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,3.84,,5.0,89.48,0.0,0.0
8,8,62251.0,1.0,2.0,US & CANADA,USA,SP,GOLD,1.0,Other,Firms with more than 3000 employees,ENT,6.0,4.0,,,5.0,,,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,3.0,5.0,2.0,,,,,,,4.0,,,93.0,1.0,0.0
9,9,794366.0,1.0,2.0,US & CANADA,USA,VAR,REGISTERED,5.0,Sales,Firms with 21 to 250 employees,COM,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,,2.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,2.6666666667,2.0,,45.3333333339,0.0,1.0
10,10,62989.0,1.0,2.0,US & CANADA,USA,VAR,PREMIER,3.0,Executive,Firms with 1001 to 1500 employees,ENT,1.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,,4.0,5.0,,,,,,5.0,,,,,,,,,,,4.0,5.0,4.0,4.0,,,,,,4.55,,4.0,105.1,1.0,0.0
11,11,60191.0,1.0,2.0,EUROPEAN MARKETS,NETHERLANDS,VAR,PREMIER,3.0,Staff,Firms with 251 to 500 employees,COM,1.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,,4.0,4.0,3.0,4.0,,4.0,,,,,,,,,,3.0,4.0,3.0,3.0,,,,,,3.96,3.0,4.0,92.12,0.0,0.0
12,12,824424.0,1.0,2.0,EUROPEAN MARKETS,NETHERLANDS,VAR,SELECT,4.0,Other,Firms with 251 to 500 employees,COM,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,93.0,1.0,0.0
13,13,377730.0,1.0,2.0,EMERGING MARKETS,SAUDI ARABIA,SP,PREMIER,3.0,Sales,Firms with 21 to 250 employees,COM,6.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,,5.0,5.0,5.0,4.0,,4.0,5.0,4.0,3.0,3.0,5.0,,,,,,,,,,4.0,4.0,4.0,4.0,,,,,,4.0,,4.0,93.0,1.0,0.0
14,14,77114.0,1.0,2.0,EUROPEAN MARKETS,SWEDEN,DVAR,GOLD,1.0,Technical,Firms with 1001 to 1500 employees,ENT,1.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,4.0,,5.0,4.0,,,,,,4.2352941177,4.0,4.0,98.1764705894,1.0,0.0
15,15,10122.0,1.0,2.0,US & CANADA,USA,SP,GOLD,1.0,Technical,Firms with 1501 to 3000 employees,ENT,4.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,,4.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,,,4.0,4.0,4.0,4.0,,,,,,3.5,3.0,,82.0,0.0,0.0
16,16,20146.0,1.0,2.0,US & CANADA,USA,DVAR,GOLD,1.0,Executive,Firms with 1001 to 1500 employees,ENT,1.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,,,,,5.0,,,4.0,,,5.0,,,,,,,,,,,,,,4.6842105263,,,108.052631579,1.0,0.0
17,17,184452.0,1.0,2.0,EUROPEAN MARKETS,GERMANY,VAR,SELECT,4.0,Executive,Firms with 21 to 250 employees,COM,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,3.2941176471,,4.0,56.0000000007,0.0,1.0
18,18,1047.0,1.0,2.0,US & CANADA,USA,DVAR,GOLD,1.0,Staff,Firms with 751 to 1000 employees,COM,1.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,,,,,,,,,,,,5.0,5.0,4.0,,,,,,,,,,,,,,,4.625,,5.0,106.75,1.0,0.0
19,19,131220.0,1.0,2.0,EUROPEAN MARKETS,NORWAY,DVAR,GOLD,1.0,Sales,Firms with 1001 to 1500 employees,ENT,1.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,,3.0,3.0,4.0,,,4.0,,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,,2.0,2.0,,,,,,3.935483871,3.0,4.0,91.580645162,0.0,0.0
20,20,52894.0,1.0,2.0,ASIA PACIFIC,HONG KONG,SP,REGISTERED,5.0,Technical,Firms with more than 3000 employees,ENT,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,3.0,3.0,4.0,,,,,,,,,,4.0,3.0,4.0,4.0,,,,,,3.8461538462,,,89.6153846164,0.0,0.0
21,21,45470.0,1.0,2.0,US & CANADA,USA,DVAR,GOLD,1.0,Executive,Firms with 251 to 500 employees,COM,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,,,,,,,5.0,,,,,,4.0,,,,,4.0,3.0,3.0,3.0,,,,,,4.5238095238,5.0,,104.523809524,1.0,0.0
22,22,126390.0,1.0,2.0,US & CANADA,USA,VAR,PREMIER,3.0,Executive,Firms with 21 to 250 employees,COM,1.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,,,,,,3.0,,,4.0,,,5.0,,,,,5.0,5.0,4.0,4.0,,,,,,4.2173913044,5.0,5.0,97.7826086968,1.0,0.0
23,23,395869.0,1.0,2.0,EUROPEAN MARKETS,FINLAND,DVAR,GOLD,1.0,Staff,Firms with 1001 to 1500 employees,ENT,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,,4.0,3.0,3.0,2.0,,3.0,,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,1.0,4.0,3.0,,,,,,3.2121212121,3.0,2.0,54.6060606057,0.0,1.0
24,24,63371.0,1.0,2.0,US & CANADA,USA,VAR,PREMIER,3.0,Executive,Firms with 1001 to 1500 employees,ENT,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,,,,,,3.0,,,4.0,,,4.0,,,,,3.0,4.0,3.0,3.0,,,,,,4.0,,5.0,93.0,1.0,0.0
25,25,103547.0,1.0,2.0,US & CANADA,USA,VAR,PREMIER,3.0,Sales,Firms with 21 to 250 employees,COM,4.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,2.7272727273,3.0,4.0,46.3636363641,0.0,1.0
26,26,89864.0,1.0,2.0,US & CANADA,USA,DVAR,GOLD,1.0,Sales,Firms with 1501 to 3000 employees,ENT,1.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,2.0,5.0,,2.0,4.0,3.0,3.0,1.0,2.0,,5.0,2.0,4.0,,,,,,,,,,,,,,,3.6666666667,,,85.6666666674,0.0,0.0
27,27,32184.0,1.0,2.0,EUROPEAN MARKETS,UNITED KINGDOM,VAR,GOLD,1.0,Executive,Firms with 251 to 500 employees,COM,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,4.7058823529,4.0,5.0,108.529411764,1.0,0.0
28,28,173252.0,1.0,2.0,EUROPEAN MARKETS,FINLAND,VAR,PREMIER,3.0,Technical,Firms with 251 to 500 employees,COM,1.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,,5.0,4.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,4.4545454546,5.0,4.0,103.000000001,0.0,0.0
29,29,125268.0,1.0,2.0,EMERGING MARKETS,RUSSIA,DVAR,GOLD,1.0,Technical,Firms with more than 3000 employees,ENT,1.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,4.6153846154,,,106.538461539,1.0,0.0
30,30,41310.0,1.0,2.0,US & CANADA,USA,VAR,PREMIER,3.0,Executive,Firms with 21 to 250 employees,COM,1.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,4.3529411765,,,100.764705883,1.0,0.0
31,31,53568.0,1.0,2.0,EUROPEAN MARKETS,GERMANY,DVAR,GOLD,1.0,Staff,Firms with more than 3000 employees,ENT,1.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,5.0,4.0,4.0,,,,,,,,,,,,,,,4.4375,,,102.625,1.0,0.0
32,32,55153.0,1.0,2.0,EMERGING MARKETS,SOUTH AFRICA,DVAR,GOLD,1.0,Technical,Firms with more than 3000 employees,ENT,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,93.0,0.0,0.0
33,33,53276.0,1.0,2.0,EUROPEAN MARKETS,ITALY,DVAR,GOLD,1.0,Operations,Firms with 751 to 1000 employees,COM,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,2.0,,4.0,4.0,,4.0,4.0,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,3.8421052632,4.0,4.0,89.5263157904,0.0,0.0
34,34,21006.0,1.0,2.0,EUROPEAN MARKETS,ITALY,DVAR,GOLD,1.0,Technical,Firms with 751 to 1000 employees,COM,1.0,5.0,3.0,4.0,4.0,,4.0,4.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,,,5.0,4.0,,,,,,,,5.0,4.0,4.0,5.0,,,,,,,,,,,4.5,,3.0,104.0,1.0,0.0
35,35,12491.0,1.0,2.0,EUROPEAN MARKETS,ITALY,VAR,GOLD,1.0,Other,Firms with 251 to 500 employees,COM,1.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,,,,,,,,,,,4.0,4.0,4.0,,,,,,4.0,3.0,4.0,4.0,,,,,,3.9047619048,,,90.9047619056,1.0,0.0
36,36,77063.0,1.0,2.0,US & CANADA,USA,DVAR,GOLD,1.0,Sales,Firms with 251 to 500 employees,COM,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,4.9696969697,4.9696969697,5.0,114.333333333,1.0,0.0
37,37,10577.0,1.0,2.0,US & CANADA,CANADA,SP,GOLD,1.0,Technical,Firms with more than 3000 employees,ENT,1.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,,,4.0,4.0,,,4.0,,,,,,,,,,,,,,,,,,,4.0,,,93.0,0.0,0.0
38,38,617620.0,1.0,2.0,EMERGING MARKETS,HUNGARY,VAR,SELECT,4.0,Sales,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.835371493,,,89.378172846,0.0,1.0
